date,price,close,high,low,open,volume,ticker,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,dopen,dhigh,dlow,dclose
2012-10-12,48.68999862670898,0.1564186546442101,0.1650282675833182,0.14472500454165643,0.1543626298685797,10.099693544433494,WDAY,1.4108963863690167,-0.125135331822528,-1.4048980288884247,-1.4085734786638304,6.060522121118491,0.4173179597601484,7.026519849175447,-1.4346368189203327,-1.4302350113342606,0.020896507298065893,0.049364070576775027,0.10751061230185958,0.09842522959817893
2012-10-15,51.93999862670898,0.16685941541504365,0.17026471410897798,0.1561295253942074,0.15657929153689162,0.7621022808561402,WDAY,-1.4457792704889034,-0.10637676601199401,-1.4048980288884247,-1.4085734786638304,6.060522121118491,0.4173179597601484,7.026519849175447,-1.4113437389149652,-1.406777352637129,0.020896507298065893,0.049364070576775027,0.10751061230185958,0.09842522959817893
2012-10-16,52.15999984741211,0.1675661785272445,0.17187098499679854,0.16676304308333423,0.17183886497118683,-0.6575115682102278,WDAY,-0.7316103562744234,-0.09947810786885751,-1.4061652325452791,-1.388308696640343,6.060522121118491,0.5262704944178308,7.026519849175447,-1.4025281981880242,-1.3978995251640942,0.14385225864349227,0.01514234301510445,0.10024235234967892,0.00666266789525705
2012-10-17,55.40999984741211,0.17800693929807807,0.18378951204325716,0.16705217233333688,0.16711642463943463,-0.29669485894474784,WDAY,-0.017441442059943402,-0.06678232594935549,-1.3698965152482048,-1.3957066308538961,6.060522121118491,0.7718793582215528,7.026519849175447,-1.3864738878218699,-1.381731782079011,-0.04451852543301796,0.11235615744561686,0.0027256263637951608,0.09842522959817893
2012-10-18,53.41999816894531,0.17161397577240758,0.17701104693587452,0.16342199669549765,0.17694680688465114,-0.21170551362739717,WDAY,0.6967274721545366,-0.07061601342079135,-1.3739727091510976,-1.3826452112291459,3.0121301644748883,0.19352304721785787,4.206550986070618,-1.382546319240004,-1.3777764630193694,0.09267118084212647,-0.06390070600804644,-0.03422172756167057,-0.06026657603195567
2012-10-19,55.25,0.17749293310417044,0.1785530777724717,0.16554227377722583,0.16811231700163815,-0.2620534749512623,WDAY,1.4108963863690167,-0.053814238921999366,-1.3662876012720546,-1.3765560827543437,3.5797959010258906,0.42639273186347565,4.40232493325602,-1.375556003871506,-1.3707367571469922,-0.08328288658307448,0.014536750958180399,0.019987888158861728,0.0554210308881986
2012-10-22,55.400001525878906,0.17797481927246633,0.18060910254810209,0.1738306374407195,0.1785530777724717,-0.8605175281720516,WDAY,-1.4457792704889034,-0.042519411493126866,-1.361814308002784,-1.3703844186364915,3.618358302941007,0.6418300714664522,4.631649765725985,-1.370255756846252,-1.3653990608998556,0.09842522959817893,0.019382180575028257,0.07813454541085506,0.004542749115294931
2012-10-23,54.380001068115234,0.17469802519072752,0.17832818857369243,0.17392700977242895,0.17787843468588257,-0.9175702734946559,WDAY,-0.7316103562744234,-0.04875419991551341,-1.3636922648843435,-1.363645474635508,2.6099071273307963,0.38996591129810315,4.631649765725985,-1.3681081832902495,-1.3632363135305905,-0.006359871866794702,-0.021502214881899153,0.0009085036122953902,-0.030890393614042156
2012-10-24,52.119998931884766,0.16743767391504902,0.17428039132852935,0.16660241844552703,0.1735093759102308,-0.8658565228377142,WDAY,-0.017441442059943402,-0.08307965694301578,-1.368519860534077,-1.3622174195897017,0.910285075650636,-0.26481417174888083,1.079187183627983,-1.3700373293669668,-1.3651790901077592,-0.041187191485389546,-0.038158653566223256,-0.06904904718026542,-0.06844345512334114
2012-10-25,49.2400016784668,0.15818556242471218,0.17132485877727924,0.1561295253942074,0.17132485877727924,-0.6603673095430241,WDAY,0.6967274721545366,-0.1462048165544166,-1.3679858154718862,-1.3749319948784777,-0.5601264827762218,-0.9937761894562103,-0.7586172950632956,-1.3757088927784393,-1.3708907262999162,-0.020593480215785782,-0.027861855694875873,-0.09872814115355026,-0.08721981258762716
2012-10-26,50.0,0.1606270887820547,0.16223335966987526,0.1548445160368756,0.15950270406253006,-0.8565443228394655,WDAY,1.4108963863690167,-0.18110827412268715,-1.3707396497144522,-1.3795572940551375,-0.22475092587035528,-1.0870573531344814,-0.5007630277260767,-1.3793589019076908,-1.3745665247935317,-0.11144765383332148,-0.0857057169184075,-0.01211380509593795,0.02301631055111881
2012-10-31,48.5,0.15580827611859308,0.16393600288940527,0.1544911344807752,0.1638396305576958,-0.9085063988296938,WDAY,-0.017441442059943402,-0.22713357525716987,-1.3709808460687194,-1.3895932889093179,-0.823484137232533,-1.041897565305135,-0.8952117938858933,-1.384192351567095,-1.3794341254892724,0.04088427993001842,0.016050846627400056,-0.0033313339476284173,-0.04542702904531335
2012-11-01,48.91999816894531,0.15715753778202265,0.15953482408814176,0.15478026373077786,0.15773579628202797,-0.9674836654852694,WDAY,0.6967274721545366,-0.25381065382238177,-1.373052176042398,-1.3949527547176337,-0.6415240789250457,-1.0059482013453687,-0.8952117938858939,-1.3878190905829768,-1.3830864894530985,-0.05754094966816072,-0.04148998751385189,0.0027256263637951608,0.012719512679771424
2012-11-02,48.52000045776367,0.15587252842469082,0.1630043750881738,0.15516576531249,0.1630043750881738,-1.0463269588037758,WDAY,1.4108963863690167,-0.278071474052477,-1.3748725639304564,-1.4003687834430825,-0.7930700860934661,-0.864154406626679,-0.910285223601714,-1.39133727034114,-1.386629527127083,0.04966698213214636,0.03270751636554193,0.003634129976090551,-0.012113805095938165
2012-11-05,49.880001068115234,0.1602415872003426,0.1606270887820547,0.15657929153689162,0.16056283647595695,-0.964814168152438,WDAY,-1.4457792704889034,-0.27365435646405756,-1.3780172216614295,-1.4004900834370053,-0.23138801704097853,-0.7309336453800933,-0.9102852236017142,-1.3930867244690142,-1.388391342130874,-0.0230164260780278,-0.022410718494194543,0.013325335790513669,0.041187191485389546
2012-11-06,48.540000915527344,0.15593678073078854,0.16168723345035593,0.1550051406746828,0.15590464845030252,-0.8408377455090857,WDAY,-0.7316103562744234,-0.2893436452877984,-1.3800307522026745,-1.40400527458127,-0.7233273163295051,-0.8231423759664022,-1.2599119532964782,-1.3958179864755744,-1.391141902037403,-0.043912817849184486,0.009994001842885252,-0.014839546986642317,-0.04058148390155629
2012-11-07,48.06999969482422,0.15442688217467745,0.15648290695030787,0.15041120495512608,0.15558339917468814,-0.981017396149391,WDAY,-0.017441442059943402,-0.3067537296283996,-1.3816583416931163,-1.4081236683983704,-0.8835798440839765,-1.0677460234876845,-0.3941515423356252,-1.3986242231252166,-1.393967966324973,-0.0030284223922575093,-0.04906127454831289,-0.043307110265351445,-0.01423383940280906
2012-11-08,49.04999923706055,0.1575751716442208,0.1595990763942395,0.153206112868569,0.1582176824503239,-0.9844318694820822,WDAY,0.6967274721545366,-0.3019616362475491,-1.3841353175473687,-1.4089361481316016,-0.49858950015589826,-0.783139262855629,-1.0442653631761236,-1.4003382383439573,-1.3956940920238352,0.024833433302618578,0.02937618241791351,0.026347644498747012,0.029678978446375643
2012-11-09,48.0,0.15420200523077252,0.15934206716984853,0.15291698361856632,0.15934206716984853,-1.082644538796946,WDAY,1.4108963863690167,-0.31345617021983924,-1.385817773900985,-1.4119663196688164,-0.8525345404283463,-0.85363891468425,-0.9898315996738155,-1.4026639836606256,-1.3980362700373175,0.010599593899809304,-0.0024228303353332425,-0.0027256263637951608,-0.031798897226337546
