return,volatility,cluster,start_idx,end_idx,start_date,end_date,desc_cluster
-0.23988028533638536,0.0159784826690659,1,0,100,2010-01-04,2010-06-01,"Low Trend, Medium Volatility"
-0.1794329939844342,0.016102503464663975,1,20,120,2010-02-01,2010-07-02,"Low Trend, Medium Volatility"
-0.13039976679467857,0.01617012299844649,2,40,140,2010-03-08,2010-07-30,"Low Trend, High Volatility"
-0.19381100028378334,0.01626060456982585,2,60,160,2010-04-06,2010-08-27,"Low Trend, High Volatility"
-0.11435585496991772,0.015346256883224187,1,80,180,2010-05-05,2010-09-29,"Low Trend, Medium Volatility"
0.1669718884932244,0.015027045069366973,7,100,200,2010-06-02,2010-11-03,"High Trend, Medium Volatility"
0.10382664130035711,0.0158488457976235,8,120,220,2010-07-05,2010-12-01,"High Trend, High Volatility"
-0.03091848555432349,0.015837337258783703,5,140,240,2010-08-02,2010-12-29,"Medium Trend, High Volatility"
0.0035072293814499855,0.016208421992842434,5,160,260,2010-08-30,2011-01-27,"Medium Trend, High Volatility"
0.07241615611028956,0.016274871581709344,8,180,280,2010-09-30,2011-03-03,"High Trend, High Volatility"
-0.07584610888150989,0.014331927577544515,1,200,300,2010-11-04,2011-03-31,"Low Trend, Medium Volatility"
0.05818785285781993,0.012286414220406402,4,220,320,2010-12-02,2011-05-03,"Medium Trend, Medium Volatility"
0.03290444717867572,0.0121742167250109,4,240,340,2010-12-30,2011-05-31,"Medium Trend, Medium Volatility"
0.008035407201842891,0.01133369198068933,4,260,360,2011-01-28,2011-06-29,"Medium Trend, Medium Volatility"
-0.07756966708538787,0.01110464206780849,0,280,380,2011-03-04,2011-07-27,"Low Trend, Low Volatility"
-0.15032605971169807,0.011225769244422859,0,300,400,2011-04-01,2011-08-24,"Low Trend, Low Volatility"
-0.14882488881455183,0.012483279159630179,0,320,420,2011-05-04,2011-09-22,"Low Trend, Low Volatility"
-0.11392503666375554,0.013706075621514676,1,340,440,2011-06-01,2011-10-27,"Low Trend, Medium Volatility"
-0.14312721262791958,0.01389141633352815,1,360,460,2011-06-30,2011-11-24,"Low Trend, Medium Volatility"
-0.15365649959294164,0.01435693046780657,1,380,480,2011-07-28,2011-12-22,"Low Trend, Medium Volatility"
-0.07221853425031638,0.014810864073491093,5,400,500,2011-08-25,2012-01-30,"Medium Trend, High Volatility"
0.05061477128945104,0.014472441996666119,4,420,520,2011-09-23,2012-02-27,"Medium Trend, Medium Volatility"
-0.03163598693122965,0.013258476656165703,4,440,540,2011-10-28,2012-03-26,"Medium Trend, Medium Volatility"
0.07716334913821887,0.013166319331221893,7,460,560,2011-11-25,2012-04-26,"High Trend, Medium Volatility"
0.11308735036564928,0.012496019180859103,7,480,580,2011-12-23,2012-05-28,"High Trend, Medium Volatility"
-0.025338910579879304,0.011060290162856139,4,500,600,2012-01-31,2012-06-26,"Medium Trend, Medium Volatility"
-0.11207005771986159,0.01060798203271026,0,520,620,2012-02-28,2012-07-24,"Low Trend, Low Volatility"
-0.08614583363109102,0.01014179706653184,0,540,640,2012-03-27,2012-08-21,"Low Trend, Low Volatility"
-0.14131910265991124,0.010476317333132569,0,560,660,2012-04-27,2012-09-18,"Low Trend, Low Volatility"
-0.10886639052547407,0.010568195241915691,0,580,680,2012-05-29,2012-10-23,"Low Trend, Low Volatility"
-0.09117414371772546,0.010403376805059582,0,600,700,2012-06-27,2012-11-20,"Low Trend, Low Volatility"
0.07180463390048519,0.01216844543657149,7,620,720,2012-07-25,2012-12-18,"High Trend, Medium Volatility"
0.1856681249819334,0.013505595056567073,7,640,740,2012-08-22,2013-01-18,"High Trend, Medium Volatility"
0.20037742126063288,0.01409916754197925,7,660,760,2012-09-19,2013-02-22,"High Trend, Medium Volatility"
0.17295756882217184,0.016308651435214653,8,680,780,2012-10-24,2013-03-22,"High Trend, High Volatility"
0.12649154752414307,0.01728421347534321,8,700,800,2012-11-21,2013-04-23,"High Trend, High Volatility"
0.04880855587499673,0.016278984380779543,5,720,820,2012-12-19,2013-05-24,"Medium Trend, High Volatility"
-0.20477676911229128,0.017281327784559996,2,740,840,2013-01-21,2013-06-26,"Low Trend, High Volatility"
-0.18955925247188307,0.01830116426841435,2,760,860,2013-02-25,2013-07-24,"Low Trend, High Volatility"
-0.1650169406687516,0.01664145811181856,2,780,880,2013-03-25,2013-08-21,"Low Trend, High Volatility"
-0.052008908040370484,0.016615825668018402,5,800,900,2013-04-24,2013-09-18,"Medium Trend, High Volatility"
-0.11806948425048826,0.01675423945233022,2,820,920,2013-05-27,2013-10-25,"Low Trend, High Volatility"
0.08616033286514263,0.015455926018832378,8,840,940,2013-06-27,2013-11-22,"High Trend, High Volatility"
0.005305698885567854,0.013158220255990224,4,860,960,2013-07-25,2013-12-20,"Medium Trend, Medium Volatility"
-0.07441846358375795,0.012580468394057544,1,880,980,2013-08-22,2014-01-20,"Low Trend, Medium Volatility"
-0.14303093134954276,0.011779485722457546,0,900,1000,2013-09-23,2014-02-24,"Low Trend, Low Volatility"
-0.08266912359081782,0.012419128206172886,0,920,1020,2013-10-28,2014-03-24,"Low Trend, Low Volatility"
-0.07604135680280472,0.011852006663923458,0,940,1040,2013-11-25,2014-04-22,"Low Trend, Low Volatility"
-0.045231027759665074,0.011483439511811905,4,960,1060,2013-12-23,2014-05-22,"Medium Trend, Medium Volatility"
0.0037832581865785467,0.011218999384671906,4,980,1080,2014-01-21,2014-06-20,"Medium Trend, Medium Volatility"
0.026277472565605232,0.00971609562237657,3,1000,1100,2014-02-25,2014-07-18,"Medium Trend, Low Volatility"
0.09651110350780637,0.009685153269394304,6,1020,1120,2014-03-25,2014-08-15,"High Trend, Low Volatility"
0.0776534944968319,0.008681412196255362,6,1040,1140,2014-04-23,2014-09-15,"High Trend, Low Volatility"
