index,adjusted price,close,high,low,open,volume,ticker,day,dopen,dhigh,dlow,dclose,dvolume
2010-01-04,-1.4935651064211724,0.38786890971353816,0.3890929020171152,0.3869169214640303,0.3886848959360114,-0.16874799199737764,KO,-1.4473987932710248,-0.036904918687925184,-0.027380892911475486,-0.09047642835409467,-0.08214313286497336,1.4047440121474482
2010-01-05,-1.5097855790174792,0.38317693056991464,0.3875289176158188,0.38174894819565286,0.38657690342657663,1.2314828211568265,KO,-0.7326994545855547,-0.036904918687925184,-0.027380892911475486,-0.09047642835409467,-0.08214313286497336,1.4047440121474482
2010-01-06,-1.5102552259095756,0.3830409544826144,0.3837889267217031,0.38066095791911037,0.38317693056991464,0.6432413707543325,KO,-0.018000115900084712,-0.059523798711177515,-0.0654765418867316,-0.01904759742235503,-0.0023805523135680584,-0.590363450083722
2010-01-07,-1.513546342532092,0.38208894029337215,0.38331293259694926,0.37909697351781396,0.3830409544826144,-0.26445501747613953,KO,0.6966992227853853,-0.0023805523135680584,-0.008333295489120457,-0.027380892911476332,-0.016667045108787817,-0.9108843554984133
2010-01-08,-1.5379946784522471,0.3750170164657133,0.3783489753389908,0.3722970278044899,0.37712498303541375,2.0654194697135124,KO,1.4113985614708553,-0.10357173673144082,-0.08690469162265385,-0.11904759742235503,-0.12380915618003467,2.3374897513143744
2010-01-11,-1.5116658890072288,0.38263294840151063,0.38385694070508763,0.3726370199022093,0.3750170164657133,2.0548823640458287,KO,-1.4473987932710248,-0.03690446455738167,0.09642871739910355,0.005952289045009724,0.13333318195648605,-0.01073140277408946
2010-01-12,-1.4973260134708988,0.3867809194369957,0.38759690565946897,0.38120496602724874,0.3814089560979335,1.2461444510430035,KO,-0.7326994545855547,0.11190457809001776,0.0654760877561864,0.15000022706527133,0.07261910708852282,-0.811595672424425
2010-01-13,-1.493800647542789,0.38780089573015375,0.39052088439137705,0.38548891315003414,0.3866449174099611,0.024984222207036548,KO,-0.018000115900084712,0.0916667045108787,0.05119050322205621,0.07499965940209088,0.01785686713502748,-1.2253941724033013
2010-01-14,-1.4914489682395786,0.3884809058653267,0.3892968920878,0.3860329212581726,0.38786890971353816,-0.3912013456502784,KO,0.6966992227853853,0.021428603866467454,-0.021428603866467454,0.00952402577645139,0.011905032220561277,-0.4177334458951479
2010-01-15,-1.511195524439564,0.38276895042854514,0.3899768762832387,0.38106896400021417,0.3872569135617496,1.8770160203753268,KO,1.4113985614708553,-0.010714301933233727,0.011904578090017756,-0.0869046916226547,-0.1,2.2756268906707695
2010-01-19,-1.5081398054035504,0.38365292469466855,0.3841289447591568,0.38025295183800656,0.3822929563037912,-0.0566030816770291,KO,-0.7326994545855547,-0.0869046916226547,-0.10238055231356806,-0.014286038664674547,0.01547586069091421,-1.9402304014711242
2010-01-20,-1.5297672457337401,0.37739698708948294,0.38344893462398383,0.37596900471522116,0.38188495022268737,0.5748405019629683,KO,-0.018000115900084712,-0.007143019332337274,-0.011905032220562124,-0.07499965940209173,-0.10952357164590533,0.6333914684975039
2010-01-21,-1.5563312892301477,0.3697130411703012,0.37794099519762137,0.36848904886672407,0.37773697918720234,1.8673820951934443,KO,0.6966992227853853,-0.07261910708852197,-0.09642826326855918,-0.130952629642918,-0.1345239122438136,1.2966954513456057
2010-01-22,-1.5593868647310476,0.36882906690417777,0.37304502598331307,0.36706106649246234,0.3695770391432666,1.2885337218432857,KO,1.4113985614708553,-0.14285720773293575,-0.08571441546586982,-0.024999886467363064,-0.01547586069091421,-0.580939029907548
2010-01-25,-1.5568013667275853,0.3695770391432666,0.37086904543022814,0.36638108229702365,0.3705290533325088,0.28025313351072384,KO,-1.4473987932710248,0.01666704510878697,-0.03809519484471006,-0.011904578090017756,0.013094854246801785,-1.011804188218278
2010-01-26,-1.5617381134289168,0.3681490567690048,0.37059704137615895,0.3663130683136392,0.36767306264425087,0.07881377916080384,KO,-0.7326994545855547,-0.050000227065272185,-0.004762012888224849,-0.0011907302873283953,-0.024999886467363907,-0.20227066026485918
