index,adjusted price,close,high,low,open,volume,ticker,day,dopen,dhigh,dlow,dclose,dvolume
2010-01-04,-1.0155802458111072,0.03824881596806401,0.03843977476175828,0.03778909355866079,0.03798005505035152,-0.5199351701512559,IDXX,-1.4473987932710248,0.000503757942002753,-0.0015113378847496123,0.0010075479133762424,0.0007556369130041295,-0.1722515293666587
2010-01-05,-1.015345918032067,0.038312467100631124,0.038312467100631124,0.03787396443341341,0.0380224891387296,-0.7229519310358588,IDXX,-0.7326994545855547,0.000503757942002753,-0.0015113378847496123,0.0010075479133762424,0.0007556369130041295,-0.1722515293666587
2010-01-06,-1.0150074280192698,0.03840441212211106,0.03871560982619809,0.03821345063042034,0.03821345063042034,-0.645421908178353,IDXX,-0.018000115900084712,0.002267006827124478,0.00478592465462089,0.004030223682875408,0.0010915289232904855,0.06581327389844502
2010-01-07,-1.0096437036951789,0.03986137607834602,0.04006648316549493,0.03814979679985674,0.03824174182133669,0.3253019347127898,IDXX,0.6966992227853853,0.00033585998091556013,0.016036945750958063,-0.0007556689423749255,0.01729640466470624,0.8237546347211042
2010-01-08,-1.0108153922529306,0.03954310692552813,0.04024329906172748,0.0394723816462337,0.0399038101667241,0.11469202725966825,IDXX,1.4113985614708553,0.01973130945291785,0.0020990768366666085,0.01570111779941318,-0.0037783447118740904,-0.17869487874277976
2010-01-11,-1.0059724195025639,0.04085861762517776,0.040957634095388544,0.03962797780028075,0.03962797780028075,0.2233939149774084,IDXX,-1.4473987932710248,-0.0032745547405005414,0.008480256327209942,0.0018471658362946152,0.015617136789498996,0.09226491870567875
2010-01-12,-1.0062067572141142,0.04079496379461418,0.04085861762517776,0.040441332002149076,0.04080910939007236,-0.18503744255027701,IDXX,-0.7326994545855547,0.014021849924205637,-0.0011754779038338733,0.00965576626041461,-0.0007556689423748658,-0.34656108617330156
2010-01-13,-1.002379244569629,0.041834642127820454,0.04194780419348943,0.04076667260369782,0.04076667260369782,0.9083756633164033,IDXX,-0.018000115900084712,-0.0005037899713734296,0.012930321000915212,0.0038622936924175974,0.012342582048998275,0.9278655956931653
2010-01-14,-1.0011294467521972,0.04217412832482738,0.042400452456165326,0.04187000476746767,0.04187000476746767,-0.15866124920700184,IDXX,0.6966992227853853,0.013098250991373081,0.00537363157716721,0.013098250991373081,0.004030223682875408,-0.905436863638958
2010-01-15,-1.0025094399124426,0.041799276790176774,0.04217412832482738,0.04139613676260628,0.04208218330334744,-0.3253108344213314,IDXX,1.4113985614708553,0.002518885798125795,-0.002686815788583605,-0.005625542577539203,-0.0044500646737052705,-0.14139127709155266
