date,price,close,high,low,open,volume,ticker,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,dopen,dhigh,dlow,dclose
2017-05-04,7.375424385070801,0.029304343319407962,0.029304343319407962,0.029304343319407962,0.029304343319407962,-1.4245702817160173,603501.SS,0.7028417973947749,-0.08497011923812738,-1.4743973357365798,-1.473250580611676,4.78564502102727,0.4223717252665718,5.190399549500119,-1.4824215642553331,-1.4709625794443475,0.02884892887423682,0.02884892887423682,0.02884892887423682,0.02884892887423682
2017-05-05,8.112237930297852,0.03223188254492796,0.03223188254492796,0.03223188254492796,0.03223188254492796,-1.4265250716658677,603501.SS,1.4137095206978099,-0.08069445605122048,-1.4743973357365798,-1.473250580611676,4.78564502102727,0.4223717252665718,5.190399549500119,-1.4763033555285137,-1.4648419627494562,0.02884892887423682,0.02884892887423682,0.02884892887423682,0.02884892887423682
2017-05-08,8.922002792358398,0.03544927573527941,0.03544927573527941,0.03544927573527941,0.03544927573527941,-1.4258203055973537,603501.SS,-1.4297613725143299,-0.07302732648742681,-1.4609491214258938,-1.475325743114587,4.78564502102727,0.7083105372449281,5.190399549500119,-1.4697813065976812,-1.458317346909535,0.03170524462995578,0.03170524462995578,0.03170524462995578,0.03170524462995578
2017-05-09,9.812015533447266,0.038985503808822604,0.038985503808822604,0.038985503808822604,0.038985503808822604,-1.4257488376126608,603501.SS,-0.718893649211295,-0.061521717871841713,-1.4464199676285272,-1.4777680143041831,4.78564502102727,0.7359401700200727,5.190399549500119,-1.4628251341269072,-1.4513584366699201,0.03484714783235969,0.03484714783235969,0.03484714783235969,0.03484714783235969
2017-05-10,10.796862602233888,0.04289854726112334,0.04289854726112334,0.04289854726112334,0.04289854726112334,-1.4254407706475871,603501.SS,-0.008025925908260033,-0.04562728639731008,-1.4306063623290581,-1.480706997191158,4.78564502102727,0.8359647038109541,5.190399549500119,-1.455380312513612,-1.4439106849681718,0.03856040979849577,0.03856040979849577,0.03856040979849577,0.03856040979849577
2017-05-11,11.876550674438477,0.04718840609218162,0.04718840609218162,0.04718840609218162,0.04718840609218162,-1.4196878198300724,603501.SS,0.7028417973947749,-0.02487100226890152,-1.4134813373196093,-1.4841355236889164,4.78564502102727,0.8676823144156778,5.190399549500119,-1.4474286665569367,-1.4359559094501433,0.042273671764631864,0.042273671764631864,0.042273671764631864,0.042273671764631864
2017-05-12,13.065664291381836,0.05191304213871804,0.05191304213871804,0.05191304213871804,0.05191304213871804,-1.4081520288929559,603501.SS,1.4137095206978099,0.0013378709028798765,-1.3948992964674287,-1.488138777165905,4.78564502102727,0.9185063597992271,5.190399549500119,-1.4389277973583077,-1.4274516945301559,0.046558108624137846,0.046558108624137846,0.046558108624137846,0.046558108624137846
2017-05-15,14.371500968933104,0.05710144751440001,0.05710144751440001,0.05710144751440001,0.05710144751440001,-1.4121153207563082,603501.SS,-1.4297613725143299,0.03358717941159201,-1.374751534033475,-1.4927699294446775,4.78564502102727,0.9532883797636681,5.190399549500119,-1.4298413579512599,-1.4183616789365219,0.05112824325254622,0.05112824325254622,0.05112824325254622,0.05112824325254622
2017-05-16,15.808650970458984,0.06281159151948619,0.06281159151948619,0.06281159151948619,0.06281159151948619,-1.3676011239715773,603501.SS,-0.718893649211295,0.07255721108604815,-1.35288440453815,-1.4981136005694793,4.78564502102727,0.9855156169112497,5.190399549500119,-1.4201222335896175,-1.4086387293799256,0.056269626322469186,0.056269626322469186,0.056269626322469186,0.056269626322469186
2017-05-17,17.391704559326172,0.06910145091777337,0.06910145091777337,0.06910145091777337,0.06910145091777337,-1.3947632491932949,603501.SS,-0.008025925908260033,0.11900003581897715,-1.32912780992467,-1.5042627117577199,4.78564502102727,1.0232302252172547,5.190399549500119,-1.40971792251777,-1.3982303234414286,0.061982331382052086,0.061982331382052086,0.061982331382052086,0.061982331382052086
2017-05-18,19.12795829772949,0.07599999916408372,0.07599999916408372,0.07599999916408372,0.07599999916408372,-1.3970611742497763,603501.SS,0.7028417973947749,0.17362435898829606,-1.3033524987405425,-1.5112778104494642,4.78564502102727,1.0454322624829775,5.190399549500119,-1.3985840052414285,-1.3870920241443827,0.06798055034017482,0.06798055034017482,0.06798055034017482,0.06798055034017482
