date,price,close,high,low,open,volume,ticker,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,dopen,dhigh,dlow,dclose
2017-01-18,2.9459826946258545,0.027728933481553628,0.027728933481553628,0.027728933481553628,0.027728933481553628,-1.3899595549204609,300595.SZ,-0.009591017252216914,-0.028304269954488055,-1.166889080277557,-1.2171468553789966,4.48380378264827,0.5284717884518734,5.082658178417968,-1.20287050212787,-1.2081471451156203,0.024824643181307032,0.024824643181307032,0.024824643181307032,0.024824643181307032
2017-01-19,3.240425109863281,0.030500357197551523,0.030500357197551523,0.030500357197551523,0.030500357197551523,-1.389257434707127,300595.SZ,0.7016198005275629,-0.02419220003457526,-1.166889080277557,-1.2171468553789966,4.48380378264827,0.5284717884518734,5.082658178417968,-1.196062179035699,-1.201284539461932,0.024824643181307032,0.024824643181307032,0.024824643181307032,0.024824643181307032
2017-01-20,3.5645458698272705,0.033551130558765185,0.033551130558765185,0.033551130558765185,0.033551130558765185,-1.3878250245380293,300595.SZ,1.4128306183073427,-0.016808269741246322,-1.1523427045365777,-1.219547968587957,4.48380378264827,0.819651187405716,5.082658178417968,-1.1887963527886614,-1.1939607829940622,0.027326878846418608,0.027326878846418608,0.027326878846418608,0.027326878846418608
2017-01-23,3.920687913894653,0.036903302394294624,0.036903302394294624,0.036903302394294624,0.036903302394294624,-1.367666671921133,300595.SZ,-1.4320126528117765,-0.005727723583144212,-1.1366338903246473,-1.2223612127704124,4.48380378264827,0.8478409568055155,5.082658178417968,-1.1810459406365714,-1.186148577031847,0.030026613837170694,0.030026613837170694,0.030026613837170694,0.030026613837170694
2017-01-24,4.312756538391113,0.04059363089502884,0.04059363089502884,0.04059363089502884,0.04059363089502884,-1.3680177320278,300595.SZ,-0.7208018350319967,0.00952930489220392,-1.1196087281634524,-1.225693035330436,4.48380378264827,0.9485731807789168,5.082658178417968,-1.1727694057294307,-1.1778060535531942,0.0330556052196979,0.0330556052196979,0.0330556052196979,0.0330556052196979
2017-01-25,4.743875503540039,0.04465152391770046,0.04465152391770046,0.04465152391770046,0.04465152391770046,-1.3627516888713016,300595.SZ,-0.009591017252216914,0.02946485218187441,-1.1011521215275295,-1.2296072972389525,4.48380378264827,0.9812764862596484,5.082658178417968,-1.1639288211827719,-1.1688949832836921,0.036348013396236244,0.036348013396236244,0.036348013396236244,0.036348013396236244
2017-01-26,5.21795129776001,0.04911373747982939,0.04911373747982939,0.04911373747982939,0.04911373747982939,-1.295171061216479,300595.SZ,0.7016198005275629,0.054623041159348,-1.0811359259932822,-1.2341754966787184,4.48380378264827,1.0333874103350602,5.082658178417968,-1.1544821339287463,-1.1593729778676085,0.039969658496897875,0.039969658496897875,0.039969658496897875,0.039969658496897875
2017-02-03,5.739668369293213,0.05402437793309194,0.05402437793309194,0.05402437793309194,0.05402437793309194,-1.2969614677604802,300595.SZ,1.4128306183073427,0.08560417607382192,-1.059411730702216,-1.2394817908045475,4.48380378264827,1.0691670965310212,5.082658178417968,-1.1443812293441107,-1.1491915390652119,0.043986380119447284,0.043986380119447284,0.043986380119447284,0.043986380119447284
2017-02-06,6.313713550567627,0.059427551629164396,0.059427551629164396,0.059427551629164396,0.059427551629164396,-1.238824640087987,300595.SZ,-1.4320126528117765,0.12305304316086751,-1.0358252863444735,-1.245611810159885,4.48380378264827,1.1021308311153577,5.082658178417968,-1.1335752987810035,-1.1382994531327721,0.04839817826388417,0.04839817826388417,0.04839817826388417,0.04839817826388417
2017-02-07,6.944772720336914,0.06536736926646115,0.06536736926646115,0.06536736926646115,0.06536736926646115,-1.2542715678943206,300595.SZ,-0.7208018350319967,0.16764979164328817,-1.010220337060004,-1.25265072101245,4.48380378264827,1.140128950344454,5.082658178417968,-1.1220121844435997,-1.126644146421879,0.05320509186551185,0.05320509186551185,0.05320509186551185,0.05320509186551185
