index,price,close,high,low,open,volume,ticker,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,dopen,dhigh,dlow,dclose,dvolume
2010-01-04,7.404105186462402,0.2427212198043629,0.25422459143787723,0.24157089383204144,0.25350563490741884,0.04494952198175495,002142.SZ,-1.4298075040129405,-0.06852600409777021,-0.6939924405570396,-0.5676211886461711,6.23148132719456,-0.6712995178597541,6.197831886414338,-0.6363420660647003,-0.6321584133773808,-0.09950740834657669,-0.0611258845828234,-0.04975392544345857,0.005686200839853054,0.07114858117027403
2010-01-05,7.4216508865356445,0.2432963939815536,0.24804154737028705,0.23653815335471268,0.24344019871688122,0.08852871661379598,002142.SZ,-0.7189074473803626,-0.0672060735224852,-0.6939924405570396,-0.5676211886461711,6.23148132719456,-0.6712995178597541,6.197831886414338,-0.6351686749802248,-0.6309813264051676,-0.09950740834657669,-0.0611258845828234,-0.04975392544345857,0.005686200839853054,0.07114858117027403
2010-01-06,7.254969596862793,0.2378322840623618,0.24200226327390448,0.23625056626611732,0.24157089383204144,0.017622680973946005,002142.SZ,-0.008007390747784504,-0.0841753499469081,-0.6808062464331063,-0.5978505155870946,-5.214468228084093,-0.9670878397940346,6.197831886414338,-0.642208960606019,-0.6380437871656285,-0.018480042094436797,-0.05970466627811661,-0.002843100419926527,-0.05401846543826314,-0.11550374104921518
2010-01-07,7.070745468139648,0.2317930223480392,0.23970158894720164,0.23121784817084853,0.2379760664156295,-0.22151530028432,002142.SZ,0.7028926658847936,-0.1138123522638409,-0.6720390369483074,-0.6286592737180905,-5.80760545606671,-1.0037257042659413,6.197831886414338,-0.6518893381212212,-0.6477546554430575,-0.03553864461399637,-0.02274458208924137,-0.04975370417328814,-0.05970444500794617,-0.3897826436343452
2010-01-08,7.193562984466553,0.2358191968242543,0.23639437100144503,0.22834199966695498,0.23093026108225315,-0.1261517180635806,002142.SZ,1.4137927225173716,-0.11257624709906343,-0.6782973152316837,-0.6268745095362722,-2.6783120219916214,-0.8443727146219503,6.197831886414338,-0.6544121061224464,-0.650285369531009,-0.0696551858426038,-0.03269532292389941,-0.028430782929094425,0.039802963338631335,0.15557585772978852
2010-01-11,7.031267166137695,0.23049886925833016,0.24588465539685184,0.22661649951744278,0.24387156815874436,0.09484537624581373,002142.SZ,-1.4298075040129405,-0.13427485504584444,-0.6791610088607782,-0.6372356778534881,-3.6485535077948277,-0.6288850587582465,-0.4096297896597305,-0.659711884469999,-0.6556018408516607,0.12793841254584237,0.09382142877689324,-0.01705838124938914,-0.05259702586338551,0.3604039104335898
2010-01-12,6.943543434143066,0.2276230431364965,0.23049886925833016,0.21784517165249434,0.23049886925833016,0.5147475829910719,002142.SZ,-0.7189074473803626,-0.16038343574863823,-0.6790847458159164,-0.6490237004615838,-3.99767285165782,-1.3383497595694627,1.5432188983013804,-0.6651736873184763,-0.6610808470097942,-0.13220317381081698,-0.1521046554801318,-0.08671378836216255,-0.02843056165892481,0.6846911660849242
2010-01-13,6.522457122802734,0.2138189971762793,0.22330928157168617,0.21281243117516557,0.22000204124386954,0.9233143606338423,002142.SZ,-0.008007390747784504,-0.24356444667777372,-0.6629043772967839,-0.6914678366065459,-4.922472023867065,-1.63340178628534,2.2378981228367434,-0.676310317470496,-0.6722525547547529,-0.10377216961155128,-0.07107662541748143,-0.04975392544345857,-0.13646749253545026,0.6662103178540303
2010-01-14,6.627728462219238,0.2172700198573636,0.21842034582968506,0.21008040978865963,0.2138189971762793,0.2532246286282512,002142.SZ,0.7028926658847936,-0.2809895843306872,-0.6634442758332394,-0.7060516835152844,-3.90451056957342,-1.231966704995468,2.5441210625244084,-0.6834076296229427,-0.6793722216611283,-0.06112588458282381,-0.04833226459841009,-0.027008900813875917,0.03411698376894789,-1.092389825805444
2010-01-15,6.750545501708984,0.22129619433357864,0.22273410739449545,0.21425036661814237,0.21755758456389898,-0.11527082239186184,002142.SZ,1.4137927225173716,-0.28323461225203406,-0.667977358767027,-0.7094885126162817,-2.8988381948434494,-0.8021836446363925,1.26520036048994,-0.6874427500909521,-0.6834200517469758,0.036959862918703984,0.042646063758557035,0.041224402913508554,0.03980296333863051,-0.6006820938965706
2010-01-18,6.636499404907227,0.21755758456389898,0.22100860724498328,0.21410658426487467,0.22100860724498328,-0.09892767140656213,002142.SZ,-1.4298075040129405,-0.30221839592804234,-0.6708556149072681,-0.7162253193154277,-3.2016781898622924,-0.8093631911069188,1.2842007102160908,-0.6921309389081046,-0.6881230071835369,0.03411698376894789,-0.017058381249388726,-0.0014214395748780458,-0.03696008418887442,0.02674398170654916
2010-01-19,6.754931449890137,0.2214399990689063,0.22546617354512133,0.2182765410943574,0.21842034582968506,-0.060516331138860895,002142.SZ,-0.7189074473803626,-0.29114341540989147,-0.6751364739527302,-0.7168491773551575,-2.395266553128248,-0.521097048374565,0.16881876583299357,-0.6947177017574296,-0.6907179176873157,-0.02558768250916831,0.044067724603605515,0.041224402913508554,0.0383817450339229,0.06272310990463273
2010-01-20,6.561932563781738,0.2151131055018684,0.2228779121298231,0.21353141008768395,0.22215895559936472,-0.27040478836011966,002142.SZ,-0.008007390747784504,-0.31653259890011065,-0.6771942395388604,-0.7234281392787025,-2.897087181982732,-0.7429406055457484,0.8199864540410225,-0.6988922328250795,-0.6949055974812413,0.03696008418887442,-0.02558768250916831,-0.04691060375336161,-0.06254798796821358,-0.34209534307726536
2010-01-21,6.6672043800354,0.21856412818295276,0.22000204124386954,0.21540071497252378,0.21640725859157758,-0.31285747428811633,002142.SZ,0.7028926658847936,-0.3118580021281718,-0.6806187268868119,-0.7250049992171134,-2.2913217091957625,-0.6533733096714597,0.8199864540410218,-0.7014646450479137,-0.6974861121576537,-0.05686156585818926,-0.02843100419926527,0.01848004209443721,0.034116983768948304,-0.0691144925319362
2010-01-22,7.092676639556885,0.2325119788784977,0.24042054547766,0.21425036661814237,0.21583206203232685,1.4245422043664113,002142.SZ,1.4137927225173716,-0.2205686207743468,-0.6811660021860594,-0.7210247969764789,-0.44025041642041474,0.03507688395373755,-0.26680071728944577,-0.6999001379524817,-0.695916677257105,-0.005686422110023902,0.20185835965341994,-0.011372401679706108,0.1378891533804996,2.8326884410709656
2010-01-25,6.851430892944336,0.22460341227933528,0.2300674998164671,0.2228779121298231,0.22647269478211512,0.4026267666361588,002142.SZ,-1.4298075040129405,-0.19844857517137843,-0.6841982354679061,-0.7189293031886307,-1.1113459165339021,-0.17532058899510136,-0.26680071728944493,-0.7005479401938234,-0.696566519913098,0.10519383045659976,-0.10235073003667323,0.0852923487872845,-0.07818448710238338,-1.6659929432910896
2010-01-26,7.01810884475708,0.2300674998164671,0.23653815335471268,0.2214399990689063,0.22474721701466296,1.342033353479028,002142.SZ,-0.7189074473803626,-0.14538000534127155,-0.6856275316894436,-0.7157025357504848,-0.562622599484733,0.06554396630348013,0.38768629871785626,-0.6998081094279327,-0.6958243588657761,-0.01705815997921788,0.06396920627292077,-0.0142152808294622,0.054018244168092706,1.5316711539674575
2010-01-27,6.825111389160156,0.2237406510135492,0.23093026108225315,0.22158375904011401,0.22977991272787177,0.33913786269999896,002142.SZ,-0.008007390747784504,-0.14459643444194895,-0.6882226118798526,-0.7143849192174522,-1.0404983816503308,-0.21835301317035827,0.3876862987178576,-0.700584611519013,-0.696603306743768,0.04975348290311729,-0.055439905013141604,0.0014212183047076102,-0.06254754542787229,-1.6349835523110816
2010-01-28,6.649660110473633,0.217988976387822,0.2228779121298231,0.2159758667676545,0.22129619433357864,0.13956972238607276,002142.SZ,0.7028926658847936,-0.18080806116316311,-0.6902015067061185,-0.7162459736196856,-1.423402934339906,-0.6801970488534689,-0.40610435692472296,-0.7025145106386502,-0.6985392845617915,-0.08387046667206559,-0.0796059266772606,-0.05543990501314119,-0.05686134458801924,-0.3252694947803288
2010-01-29,6.579478740692139,0.2156883020611191,0.22158375904011401,0.21540071497252378,0.21583206203232685,-0.08929414619866125,002142.SZ,1.4137927225173716,-0.22270247918528085,-0.6916655515358283,-0.7192904840513604,-1.5662431598291626,-0.752569623556318,-0.48239969866885757,-0.7047207717140346,-0.7007524948064365,-0.05401868670843358,-0.01279406252475459,-0.005685979569682619,-0.022744582089242193,-0.3730321249455579
2010-02-01,6.342617034912109,0.20792351781522445,0.2156883020611191,0.20576662584178929,0.2156883020611191,-0.15354288825369222,002142.SZ,-1.4298075040129405,-0.30576801731537934,-0.6986328058752296,-0.726494505501056,-2.006295158694684,-1.2474645602547967,-1.0467033249251612,-0.7082255453211003,-0.7042683075716903,-0.0014212183047080224,-0.05828278416289769,-0.09524308962194214,-0.07676304752750451,-0.10464994528575886
2010-02-02,6.338230609893799,0.2077797130798968,0.21525691023719615,0.20720453890270607,0.20950521322940896,-0.3654344975215467,002142.SZ,-0.7189074473803626,-0.36823803776663155,-0.7088867883808125,-0.7302371606203115,-2.0139417625365055,-1.1335569722516956,-1.0467033249251612,-0.7114383732003886,-0.7074912550533174,-0.061126327123164265,-0.004264761264974184,0.0142152808294622,-0.0014216608450484814,-0.34536120523579744
2010-02-03,6.592637538909912,0.2161196715029822,0.21784517165249434,0.2034659515150864,0.2070607565494384,0.10221664895281757,002142.SZ,-0.008007390747784504,-0.35517918732259673,-0.7182770683578529,-0.7289392244196298,-1.2310473941861817,-0.9087858135239434,-0.6614740181491493,-0.7128923435473463,-0.7089498050423465,-0.024166021664119828,0.025587682509167896,-0.036959862918703984,0.08244924836735798,0.7625392034500051
2010-02-04,6.500524997711182,0.21310004064582092,0.21770136691716668,0.2113745181142488,0.21281243117516557,-0.21131768640137064,002142.SZ,0.7028926658847936,-0.36288642783840946,-0.7232964876325354,-0.7313425875569827,-1.4078441236995807,-0.764847187025841,-0.6614740181491493,-0.714738502590583,-0.7108017790237229,0.05686134458801924,-0.0014216608450484814,0.07818448710238297,-0.029852222503972882,-0.5110756018935794
2010-02-05,6.557546615600586,0.21496934553066074,0.22086480250965562,0.2070607565494384,0.20849866961035518,-0.07494448062075608,002142.SZ,1.4137927225173716,-0.35212920295315037,-0.7334213596452549,-0.7288237493873669,-1.2434510327440993,-0.7215493842049769,-0.238839245968923,-0.7161318890548292,-0.7121995543059985,-0.042646063758557035,0.03127388334902136,-0.042646063758557035,0.01848004209443721,0.22243637286015952
2010-02-08,6.491751194000244,0.21281243117516557,0.21640725859157758,0.20993660505333198,0.2155444973257915,-0.6088873385439325,002142.SZ,-1.4298075040129405,-0.35592267752320594,-0.7395907993601725,-0.7294661565523278,-1.37206548641009,-0.7792791688887962,-0.238839245968923,-0.7177565718985315,-0.713829354493338,0.06965540711277424,-0.04406750333343467,0.028430782929094834,-0.02132336378453417,-0.8704211915103843
2010-02-09,6.636499404907227,0.21755758456389898,0.2192830847134111,0.21022416975986735,0.2123810841153625,-0.4169964948691003,002142.SZ,-0.7189074473803626,-0.3211171521538938,-0.7442019764964413,-0.7285680173722442,-0.9620746279869656,-0.5820285153762397,-0.6018460527186515,-0.7185438406089425,-0.7146191029028123,-0.031273662078851336,0.028430561658923575,0.0028428791497560916,0.04691082502353204,0.31295019732892765
2010-02-10,6.741772651672363,0.22100860724498328,0.2217275637754417,0.21784517165249434,0.2192830847134111,-0.4459153392901027,002142.SZ,-0.008007390747784504,-0.2657941141364457,-0.7431831321187676,-0.7265963427169297,-0.681626779665105,-0.26330668293627846,-0.8966879639631392,-0.7187719972081771,-0.7148479781381338,0.0682335249975545,0.024166242934290674,0.07534160795262689,0.03411698376894789,-0.04704943715464691
2010-02-11,6.658431529998779,0.2182765410943574,0.22115238959825098,0.217988976387822,0.22100860724498328,-0.6883174799247981,002142.SZ,0.7028926658847936,-0.24047954870511096,-0.7430307521634865,-0.7263315095102418,-0.8579104140664754,-0.3365070578511485,-0.89668796396314,-0.719368804029593,-0.715446664751413,0.017058602519559575,-0.005686200839853054,0.0014216608450484814,-0.02700934335421679,-0.3951044037099299
2010-02-12,6.689135551452637,0.2192830847134111,0.22129619433357864,0.2182765410943574,0.2192830847134111,-0.6863928405519519,002142.SZ,1.4137927225173716,-0.21124416005352825,-0.7436632802260333,-0.7264846865037146,-0.7752860776351719,-0.2989557931973166,-0.9145470010294494,-0.7197889296250854,-0.7158681136372025,-0.017058602519559575,0.0014216608450484814,0.0028428791497560916,0.009950740834657214,0.0032365941682467197
2010-02-22,6.570705413818359,0.21540071497252378,0.2182765410943574,0.21496934553066074,0.2168386280334406,-0.6627452202412705,002142.SZ,-1.4298075040129405,-0.21580006292173168,-0.743828502411279,-0.7272375011903457,-1.0243057592061688,-0.5335664169916633,-0.5542832362051915,-0.7235046315306225,-0.7167749672755799,-0.024166021664119415,-0.029852443774143318,-0.03269510165372897,-0.03838130249358161,0.03865290794031413
2010-02-23,6.544386386871338,0.21453795370673773,0.21640725859157758,0.20993660505333198,0.21496934553066074,-0.6608012763597816,002142.SZ,-0.7189074473803626,-0.22415197723763666,-0.7451255589223058,-0.7287639101482667,-1.0784554385952476,-0.7462856510562734,-0.055634806249490534,-0.7274158986169055,-0.7177354944652039,-0.018479820824266774,-0.01847982082426636,-0.04975392544345857,-0.008529301259779581,0.003268067497678909
2010-02-24,6.627728462219238,0.2172700198573636,0.21755758456389898,0.21209347464470718,0.21281243117516557,-0.4659710551238217,002142.SZ,-0.008007390747784504,-0.20818873632821577,-0.7449522811110104,-0.7280203296784842,-0.8440688178392743,-0.5312566332311391,-0.2067361186146211,-0.730212451783069,-0.7182989509029897,-0.02132336378453417,0.01137218040953526,0.0213229212441933,0.02700934335421679,0.31774244560725456
2010-02-25,6.759316444396973,0.22158375904011401,0.22431582519073992,0.2168386280334406,0.2172700198573636,-0.07054958338563175,002142.SZ,0.7028926658847936,-0.1612418417760569,-0.7439841158516247,-0.7278128334949606,-0.49194471071068047,0.11318222763822924,-1.0240640177005902,-0.7316009539121797,-0.7183099678516257,0.04406794587377595,0.0668123066928473,0.04691082502353204,0.0426458424883866,0.6447787159998136
